id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
http://www.druggablegenome.net/	Harmonizome	https://maayanlab.cloud/Harmonizome/				A collection of information about genes and proteins from 114 datasets provided by 66 online resources.
